Title,Hours Viewed,id,vote_average,vote_count,release_date,revenue,runtime,budget,original_language,original_title,overview,popularity,poster_path,genres,visualizaciones,budget_millions,budget_category
Mr. Church,200000,374461,7.371,435,2016-09-16,0,104.0,8000000,en,Mr. Church,"A unique friendship develops when a little girl and her dying mother inherit a cook - Mr. Church. What begins as an arrangement that should only last six months, instead spans fifteen years.",8.852,/5fCfZEQwcbuqVPyMu7pN5XNpK5V.jpg,Drama,1923.076923076923,8.0,Medio
Mr. Deeds,3100000,2022,5.839,2064,2002-06-28,171269535,96.0,50000000,en,Mr. Deeds,"When Longfellow Deeds, a small-town pizzeria owner and poet, inherits $40 billion from his deceased uncle, he quickly begins rolling in a different kind of dough. Moving to the big city, Deeds finds himself besieged by opportunists all gunning for their piece of the pie. Babe, a television tabloid reporter, poses as an innocent small-town girl to do an exposé on Deeds.",20.406,/rtUGG5gfpsF3uI52pgkzwsSfVlB.jpg,"Comedy, Romance",32291.666666666668,50.0,Alto
Mr. Holmes,1000000,280996,6.467,1737,2015-06-19,29355203,104.0,11000000,en,Mr. Holmes,"In 1947, long-retired and near the end of his life, Sherlock Holmes grapples with an unreliable memory and must rely on his housekeeper's son as he revisits the still-unsolved case that led to his retirement.",14.376,/iNnHMoj2oldH7O9uL08iGhfHzh.jpg,"Drama, Crime",9615.384615384615,11.0,Medio
Mr. Peabody & Sherman,8900000,82703,6.735,2193,2014-02-07,272912430,92.0,145000000,en,Mr. Peabody & Sherman,"A young boy and his dog, who happens to have a genius-level IQ, spring into action when their time-machine is stolen and moments in history begin to be changed.",25.533,/c6kZC5pvwNIRSxiLL2JFGGc46He.jpg,"Animation, Adventure, Family",96739.13043478261,145.0,Alto
Muallim,100000,980833,4.0,5,2021-11-18,0,94.0,100000,tr,Muallim,"After completing his studies in France, young Ali gets exiled to an Anatolian town, where he becomes a teacher and begins to question his own beliefs.",1.048,/2TB7s2P4UAVYlkgyv2ox3OGXBPL.jpg,"Drama, History",1063.8297872340424,0.1,Bajo
Mudbound,3500000,414425,7.39,1147,2017-11-16,0,135.0,10000000,en,Mudbound,"In the post–World War II South, two families are pitted against a barbaric social hierarchy and an unrelenting landscape as they simultaneously fight the battle at home and the battle abroad.",16.611,/tf21kSKepMOlnorszWaiFwksKU4.jpg,Drama,25925.925925925927,10.0,Medio
Munafik,100000,385301,6.6,16,2016-02-25,1058591,98.0,393894,ms,Munafik,"Adam is a Muslim medical practitioner who is unable to accept the fact that his wife is no longer in this world. When he agrees to treat a woman named Maria, strange and unsettling things start to happen.",1.294,/2U0Dj7hvEVpWFABwmTH3ZQ6gnGe.jpg,"Horror, Mystery, Thriller",1020.4081632653061,0.393894,Bajo
Munich,200000,612,7.141,2359,2005-12-23,130982129,164.0,70000000,en,Munich,"During the 1972 Olympic Games in Munich, eleven Israeli athletes are taken hostage and murdered by a Palestinian terrorist group known as Black September. In retaliation, the Israeli government recruits a group of Mossad agents to track down and execute those responsible for the attack.",18.494,/iUekaw96QLInZpsNwRTlRKrZgwm.jpg,"Drama, Action, History, Thriller",1219.5121951219512,70.0,Alto
Murder Mystery,87900000,514999,6.28,4083,2019-05-25,0,97.0,24000000,en,Murder Mystery,"On a long-awaited trip to Europe, a New York City cop and his hairdresser wife scramble to solve a baffling murder aboard a billionaire's yacht.",28.429,/bSMSO9xupd4R4vwTPqigHn2quLN.jpg,"Action, Comedy, Mystery",906185.5670103093,24.0,Medio
Muriel's Wedding,100000,236,6.868,394,1994-09-29,15119639,106.0,3000000,en,Muriel's Wedding,"A young social outcast in Australia steals money from her parents to finance a vacation where she hopes to find happiness, and perhaps love.",14.054,/zJyTr8Fo412a2OIfJGXTRAm4IwX.jpg,"Comedy, Drama, Romance",943.3962264150944,3.0,Bajo
Music and Lyrics,100000,11172,6.408,1544,2007-02-09,145896422,105.0,40000000,en,Music and Lyrics,"A washed-up '80s pop star gets a chance at a comeback when reigning pop diva Cora Corman invites him to write & record a duet with her, but there's a problem--Alex hasn't written a song in years; he's never written lyrics and he has to come up with a hit in a matter of days.",20.553,/xcdA2WLBNcPXMQB9uA5DqqQvbwe.jpg,"Comedy, Music, Romance",952.3809523809524,40.0,Medio
Mute,3100000,1068436,7.0,1,2012-02-07,0,13.0,6000,en,Mute,"Monette, a middle-aged salesman, picks up a deaf/mute hitchhiker on the road. The hitchhiker falls asleep and Monette vents his problems knowing they fall on deaf ears. He rants about his wife’s infidelity and her embezzlement from her employer. Monette thinks nothing of this encounter until two days later his wife and her lover are found murdered.",0.6,/b3cOHGLdg9IVIesvNt6zyvKxToS.jpg,"Crime, Drama",238461.53846153847,0.006,Bajo
Mute,3100000,1151020,0.0,0,2021-11-05,0,23.0,3000,en,Mute,"Monette, a recently separated travelling book salesman tells his grim story to both a priest and a hitchhiker, looking for absolution.",0.903,SinPoster,"Horror, Mystery, Thriller, Drama",134782.60869565216,0.003,Bajo
Mute,3100000,413955,0.0,0,2016-05-12,0,76.0,6647,en,Mute,"Verbal communication has been outlawed by the rich elite, in an attempt to stop people speaking out against the conditions they live in. The new laws are enforced by the security department of the Spectrum corporation, a huge conglomerate of the five biggest companies in the world. A voyeuristic filmmaker falls in love with an underground spoken word artist. As they find themselves unable to talk to one another, they start to make small films and write letters to one another. As the poet speaks out against Spectrum, and its owners, their lives become in danger. Will they be able to save each other in time?",0.6,/95d2vbJrFsdSLZuepGfDraOOLoX.jpg,Romance,40789.47368421053,0.006647,Bajo
Mute,3100000,780688,0.0,0,2018-11-17,0,13.0,20,en,Mute,"Based on the Stephen King short story, a random encounter with a mute hitchhiker leads to tragic consequences",0.913,/5kS51cnUx1MbTyoxDXIOLBN0RTd.jpg,Horror,238461.53846153847,2e-05,Bajo
My Big Fat Greek Wedding,800000,8346,6.5,1959,2002-04-19,368744044,95.0,5000000,en,My Big Fat Greek Wedding,A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.,36.384,/ztc05ym0T3stnBpRHdxEs3Zwsmp.jpg,"Comedy, Drama, Romance",8421.052631578947,5.0,Medio
My Big Fat Greek Wedding 2,200000,302688,5.963,927,2016-03-23,90632641,94.0,18000000,en,My Big Fat Greek Wedding 2,"The continuing adventures of the Portokalos family. A follow-up to the 2002 comedy, ""My Big Fat Greek Wedding.""",25.539,/lfPqApnLVPsYfdbpSHNnHIxTdmd.jpg,"Romance, Comedy",2127.659574468085,18.0,Medio
My Dad's on Death Row,200000,1004469,0.0,0,2016-11-27,0,60.0,25000,en,My Dad's on Death Row,"This documentary explores two horrific stories. With haunting interviews with the killers, plus emotional exchanges with the daughters.",0.6,/xZQx0vVM3ewsdI9v0rUOeN9Iurs.jpg,Documentary,3333.3333333333335,0.025,Bajo
My Little Eye,100000,16077,5.411,180,2002-10-04,0,95.0,3000000,en,My Little Eye,Five young people apply to live in an isolated house together for six months whilst their every move is filmed by numerous cameras.,8.026,/dwwMqDQUQ27uDfzUeFyd8BqYZgs.jpg,Horror,1052.6315789473683,3.0,Bajo
My Little Pony: The Movie,2300000,335360,7.2,350,2017-10-05,61294644,99.0,6000000,en,My Little Pony: The Movie,"A new dark force threatens Ponyville, and the Mane 6 – Twilight Sparkle, Applejack, Rainbow Dash, Pinkie Pie, Fluttershy and Rarity – embark on an unforgettable journey beyond Equestria where they meet new friends and exciting challenges on a quest to use the magic of friendship and save their home.",19.283,/8FAkwIBnd5eGlSJBrJfJVMWAbhI.jpg,"Family, Animation, Adventure, Fantasy",23232.323232323233,6.0,Medio
My Old Lady,700000,282296,6.183,241,2014-09-09,7527232,107.0,5000000,en,My Old Lady,"Mathias Gold is a down-on-his-luck New Yorker who inherits a Parisian apartment from his estranged father. But when he arrives in France to sell the vast domicile, he's shocked to discover a live-in tenant who is not prepared to budge. His apartment is a viager—an ancient French real estate system with complex rules pertaining to its resale—and the feisty Englishwoman Mathilde Girard, who has lived in the apartment with her daughter Chloé for many years, can by contract collect monthly payments from Mathias until her death.",9.232,/hPLAUrmJkXdv1sEtIqk9EwXvmbH.jpg,"Romance, Comedy, Drama",6542.056074766355,5.0,Medio
My Sister's Keeper,200000,10024,7.36,1952,2009-06-26,95714875,109.0,30000000,en,My Sister's Keeper,"Sara and Brian live an idyllic life with their young son and daughter. But their family is rocked by sudden, heartbreaking news that forces them to make a difficult and unorthodox choice in order to save their baby girl's life. The parents' desperate decision raises both ethical and moral questions and rips away at the foundation of their relationship. Their actions ultimately set off a court case that threatens to tear the family apart, while revealing surprising truths that challenge everyone's perceptions of love and loyalty and give new meaning to the definition of healing.",20.625,/atRGqnG7pe0hZP97RWDLrT2hRGZ.jpg,Drama,1834.8623853211009,30.0,Medio
My Suicide,200000,81434,6.2,30,2009-02-07,0,107.0,2000000,en,My Suicide,"After declaring that he's going to film himself committing suicide for a school project, Archie videotapes his surprising interactions with worried family members, interested classmates, unreliable medical experts and the hottest girl in school.",3.487,/hO5i4K6F2j9r18li916kLFAXElf.jpg,"Comedy, Drama",1869.1588785046729,2.0,Bajo
My Way,200000,94047,7.868,345,2011-12-21,16653488,137.0,25500000,ko,마이웨이,"During the invasion of Normandy the photograph of a slim Korean man in German uniform was found. It transpired that the man had served as a soldier in the Japanese, Russian and German armies. His incredible story inspired director Kang Je-Gyu to create this epic war drama.",14.108,/3moPqIC1EBFilLI3YJNa5Nfel3e.jpg,"Drama, Action, History, War",1459.85401459854,25.5,Medio
My Way,200000,85870,6.45,272,2012-03-14,29193330,148.0,27563396,fr,Cloclo,"A biopic of French pop star Claude Francois, most famous for co-writing the song 'My Way'. Tracing his life from his childhood in Egypt through his success in France to his untimely death in Paris in 1978.",8.813,/upwipxKFnuasyfcdLB4M32annwG.jpg,Drama,1351.3513513513512,27.563396,Medio
My Way,200000,373119,0.0,0,2014-01-20,0,66.36,300,id,My Way,NoOverview,0.6,SinPoster,"Adventure, Drama",3013.863773357444,0.0003,Bajo
Mystic River,4000000,322,7.746,6036,2003-03-03,156822020,138.0,25000000,en,Mystic River,The lives of three men who were childhood friends are shattered when one of them suffers a family tragedy.,25.675,/1tyi6RZzbJ9bE0g0GUf6Q7BWLvv.jpg,"Thriller, Crime, Drama, Mystery",28985.507246376812,25.0,Medio
Nacho Libre,100000,9353,6.368,1427,2006-06-16,99255460,92.0,35000000,en,Nacho Libre,"Nacho Libre is loosely based on the story of Fray Tormenta (""Friar Storm""), aka Rev. Sergio Gutierrez Benitez, a real-life Mexican Catholic priest who had a 23-year career as a masked luchador. He competed in order to support the orphanage he directed.",29.268,/kh7B91bMl2lZ0mH9WhPfaNUIEQH.jpg,"Comedy, Family",1086.9565217391305,35.0,Medio
Naked,6700000,11925,4.063,17,2000-12-15,24,94.0,25,sv,Naken,"When Anders wakes up on his wedding day, he finds himself naked in an elevator, only remembering some of what happened.",2.654,/d8k8oVdFkg4cPkOS4wzSgpqG5RB.jpg,Comedy,71276.59574468085,2.5e-05,Bajo
Nanny McPhee,4700000,11283,6.648,2802,2005-10-21,123276807,97.0,25000000,en,Nanny McPhee,"Widower Cedric Brown hires Nanny McPhee to care for his seven rambunctious children, who have chased away all previous nannies. Taunted by Simon and his siblings, Nanny McPhee uses mystical powers to instill discipline. And when the children's great-aunt and benefactor, Lady Adelaide Stitch, threatens to separate the kids, the family pulls together under the guidance of Nanny McPhee.",29.478,/j9zWPwaHDWE3K1Mb5RNahzwd3KY.jpg,"Fantasy, Comedy, Family",48453.60824742268,25.0,Medio
Nanny McPhee and the Big Bang,4200000,35019,6.276,1705,2010-03-26,93251121,109.0,35000000,en,Nanny McPhee and the Big Bang,"Nanny McPhee appears at the door of a harried young mother who is trying to run the family farm while her husband is away at war. But once she’s arrived, Nanny discovers that the children are fighting a war of their own against two spoiled city cousins who have just moved in. Relying on everything from a flying motorcycle and a statue that comes to life to a tree-climbing piglet and a baby elephant, Nanny uses her magic to teach her mischievous charges five new lessons.",25.575,/9cgHfgBXVZmVR63AhwJ82R1kAFS.jpg,"Comedy, Fantasy, Family",38532.11009174312,35.0,Medio
Narvik,63100000,619930,6.783,304,2022-12-25,0,108.0,8000000,no,Kampen om Narvik,"April, 1940. The eyes of the world are on Narvik, a small town in northern Norway, a source of the iron ore needed for Hitler's war machine. Through two months of fierce winter warfare, the German leader is dealt with his first defeat.",101.858,/gU4mmINWUF294Wzi8mqRvi6peMe.jpg,"War, Drama, History, Action",584259.2592592592,8.0,Medio
National Treasure,300000,2059,6.605,5850,2004-11-19,347512318,131.0,100000000,en,National Treasure,"Modern treasure hunters, led by archaeologist Ben Gates, search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin during the Revolutionary War. The chest's whereabouts may lie in secret clues embedded in the Constitution and the Declaration of Independence, and Gates is in a race to find the gold before his enemies do.",29.091,/pxL6E4GBOPUG6CdkO9cUQN5VMwI.jpg,"Adventure, Action, Thriller, Mystery",2290.0763358778627,100.0,Alto
Nayattu,100000,753946,7.328,29,2021-04-08,0,124.0,20000000,ml,നായാട്ട്,"Three police officers are forced to go on the run when they get tangled in the death of a youth, a few days before the election.",3.012,/nV8qwZRQm360YvgAmrdg2oDekJw.jpg,"Thriller, Drama",806.4516129032259,20.0,Medio
